1	28813,5777777778	5218,71111111111	1413,07916931976	45	
2	41014,8888888889	6834,71111111111	1317,98321726328	45	
3	52295,5333333333	8178,91111111111	1538,88984259898	45	
4	63168,2444444444	9407,66666666667	1933,49780909568	45	
5	74845,1555555556	9701,22222222222	2353,1518144243	45	
6	91639,8222222222	11433,5555555556	2572,47993237443	45	
7	111439,977777778	12474,8666666667	2363,72240896994	45	
8	139294,644444444	13838,6222222222	3355,22670397422	45	
9	168528,222222222	13932,6	3805,35472663923	45	
10	239072,244444444	18162,5555555556	5763,07295943774	45	


